0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-50.700000000000045,1229.6,1664.9,-628.1999999999999,1755.0,1318.5,-453.80000000000007,586.2,108.19999999999999,1447.3000000000002,500,161.0,241.0,131.0,-510
