Time,0,1,2,3,4
0,0,0,0,0,0
1,8.685163086054878,8.993745742575113,8.993745742575113,8.993745742575113,8.993745742575113
2,17.169878235825216,17.169878235825216,17.169878235825216,17.169878235825216,17.169878235825216
3,25.06548104132965,26.16362397840033,26.16362397840033,26.69919620369793,26.16362397840033
4,32.961083846834086,34.33975647165043,34.33975647165043,39.69372070534254,34.33975647165043
5,43.21624221636302,43.21624221636302,43.22680089689969,51.82194357354418,44.96872871287557
6,51.11184502186745,51.305932192580826,51.305932192580826,63.08386480830285,56.41531420342571
7,59.38506348826196,60.98937118681274,59.38506348826196,72.61318277617556,64.59144669667582
8,68.07022657431685,71.9499659406009,69.08002104307933,83.87510401093422,71.9499659406009
9,77.54494994092217,83.24731143387147,78.77497859789669,94.27072361224991,83.39655143115105
10,87.66202302314595,94.02552367237618,87.66202302314595,106.39894648045154,94.02552367237618
11,97.13674638975127,102.90200941708876,97.35698057796331,117.6608677152102,104.65449591360131
12,105.0323491952557,111.77849516180135,105.43611187364445,130.6553922168548,112.0130151575264
13,113.51524316932559,120.65498090651393,113.51524316932559,142.78361508505645,120.1891476507765
14,121.41084597483002,129.30644878033445,123.21020072414295,151.09403931280252,128.3652801440266
15,130.0960090608849,138.78117214693978,132.0972451493922,160.62335728067524,135.7237993879517
16,138.78117214693978,147.46633523299465,140.98428957464145,172.75158014887688,143.89993188120178
17,146.67677495244422,156.34282097770725,149.8713339998907,184.87980301707853,152.89367762377688
18,156.94105859959998,165.21930672241984,157.95046529557186,196.1417242518372,161.06981011702698
19,166.41578196620532,174.09579246713244,167.64542285038922,205.6710422197099,168.42832936095206
20,175.78684860487715,182.97227821184504,177.3403804052066,217.79926508791155,175.78684860487715
21,182.94428754255082,192.65571720607696,182.94428754255082,228.19488468922725,183.14536784880224
22,191.32150034205233,203.1461094498282,191.32150034205233,241.18940919087186,191.32150034205233
23,200.79622370865766,212.82954844406012,201.0164578968697,250.71872715874457,201.95047258327747
24,209.09558919255085,224.1268939373307,209.09558919255085,260.2480451266173,209.30899182720256
25,217.78075227860572,235.42423943060126,217.9826336178001,270.64366472793296,219.1203508191027
