0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
5248.821428571428,5235.285714285714,5034.321428571428,5150.0,5162.25,5017.392857142857,5340.75,5143.25,5009.0,4926.5,5012.785714285715,5049.5,4841.035714285715,4683.178571428572,4449.928571428572,4696.0
