Time,0,1,2,3,4
0,0,0,0,0,0
1,8.833657495352483,11.36188469498601,8.833657495352483,8.833657495352483,9.932314940258623
2,16.24526173759929,23.53533258247102,16.79712187967085,19.273434535314507,20.628654106690988
3,26.950912309733567,35.70878046995603,27.14962557928473,28.10709203066699,30.56096904694961
4,35.1130899636031,48.693791549940045,35.1130899636031,36.940749526019474,38.96523553486075
5,43.07655434792147,60.867239437425056,43.07655434792147,45.77440702137196,46.60547779659815
6,52.63271160910351,73.85225051740906,52.63271160910351,56.21418406133398,57.30181696303052
7,60.59617599342188,85.21413521239506,60.59617599342188,65.70608345094166,65.70608345094166
8,68.00778023566869,96.57601990738107,70.94867969303576,75.4193844779155,75.4193844779155
9,79.53694239027483,107.12634140986808,81.30118339264963,85.85916151787752,86.11572364434787
10,89.264647776968,119.29978929735309,89.264647776968,94.51999013225901,94.51999013225901
11,98.32327518415855,131.4732371848381,98.0244585997182,103.3536476276115,105.21632929869138
12,111.49946050370843,144.45824826482212,105.98792298403657,112.18730512296398,113.95138736835494
13,119.73457632842711,155.82013295980812,115.54408024521861,121.59162963009234,121.59162963009234
14,127.96969215314579,166.37045446229513,125.10023750640065,131.2283468977496,131.52394457035098
15,137.85183114280818,177.73233915728113,133.06370189071902,139.92821105826212,139.92821105826212
16,149.56492832591937,187.47109746726915,142.61985915190107,149.56492832591937,151.38857445086822
17,158.62355573310992,200.45610854725317,152.17601641308312,160.0047053658814,161.73217367426517
18,166.03515997535672,211.81799324223917,160.93582723583333,169.69563805858354,170.90046438835006
19,173.44676421760352,223.17987793722517,170.49198449701538,179.3047308762612,179.3047308762612
20,180.8583684598503,234.54176263221117,180.04814175819743,187.70899736417235,187.70899736417235
21,189.093484284569,245.09208413469818,189.60429901937948,196.54265485952482,197.32860010928766
22,197.56776340369785,257.2655320221832,197.56776340369785,205.3763123548773,205.53122778801622
23,206.62639081088838,268.62741671716924,207.1239206648799,214.2099698502298,215.68501821807894
24,219.80257613043827,281.61242779715326,215.08738504919828,223.0436273455823,224.08928470599008
25,228.8612035376288,292.9743124921393,223.05084943351665,231.01431381783502,232.49355119390123
26,239.56685410976309,305.1477603796243,233.40335313313054,239.8479713131875,243.95391458650732
27,249.44899309942548,315.6980818821113,242.9595103943126,249.48468858084473,252.35818107441847
28,258.3183460761972,326.2484033845983,251.7193212170628,258.3183460761972,262.2904960146771
29,266.55346190091586,336.7987248870853,259.68278560138117,267.1520035715497,272.9868351811095
30,276.43560089057826,347.3490463895723,270.03528930099503,276.788720839207,280.6270774428469
31,283.8472051328251,357.0878046995603,279.59144656217705,287.228497879169,288.2673197045843
32,291.2588093750719,368.44968939454634,289.9439502617909,296.0621553745215,298.67041361731873
33,302.78797152967803,378.1884477045343,298.7037610845411,306.3106558790561,306.3106558790561
34,313.9508981407935,388.73876920702133,307.4635719072913,313.9508981407935,313.9508981407935
35,322.784555636146,401.72378028700535,317.81607560690514,322.784555636146,323.1191888548784
36,331.8431830433366,413.89722817449035,325.7795399912235,333.051503795137,333.051503795137
37,342.2197945092219,425.2591128694764,334.53935081397367,342.2197945092219,342.2197945092219
38,351.27842191641247,436.6209975644624,342.502815198292,350.46627958261035,350.46627958261035
39,363.94831207967127,448.7944454519474,352.8553188979059,359.29993707796285,361.92664297521645
40,377.59280917856535,460.9678933394324,362.4114761590879,368.13359457331535,373.38700636782255
41,387.33887853491825,473.1413412269174,371.1712869818381,377.7703118409726,384.08334553425493
42,400.98337563381233,482.8800995369054,381.52379068145194,387.4070291086299,392.48761202216605
43,410.72944499016523,492.6188578468934,391.07994794263396,397.84680614859195,402.41992696242465
44,420.47551434651814,503.1691793493804,401.4324516422478,407.4835234162492,411.58821767650954
45,435.0946183810475,515.3426272368654,409.39591602656617,417.1202406839065,423.04858106911564
46,450.6883293512122,528.3276383168494,418.15572684931635,425.953898179259,432.98089600937425
47,457.8248542110004,541.3126493968334,426.1191912336347,434.08265561795304,440.62113827111165
48,468.9261151040043,551.0514077068215,434.8790020563849,442.91631311330553,451.317477437544
49,477.64853437707876,564.0364187868055,444.4351593175669,452.5530303809628,462.1897476486201
50,487.1639008567964,573.7751770967935,453.9913165787489,462.99280742092486,469.8299899103575
51,499.0581089564434,585.9486249842786,461.95478096306726,471.82646491627736,478.9982806244424
52,510.9523170560904,598.1220728717636,470.71459178581745,482.2662419562394,488.930595564701
53,518.0888419158787,608.6723943742506,481.0670954854313,491.9029592238967,498.09888627878587
54,529.9830500155257,618.4111526842387,490.62325274661333,501.53967649155396,508.0312012190445
55,534.6177833165135,628.1499109942267,498.5867171309317,510.37333398690646,519.2069914822589
56,543.340202589588,640.3233588817118,502.9874410697132,520.8131110268685,527.6112579701701
57,550.4767274493762,651.6852435766978,512.5435983308953,529.6467685222209,535.2515002319075
58,559.1991467224507,662.2355650791848,520.5070627152137,539.2834857898781,544.4197909459923
59,567.128618788882,673.5974497741707,530.8595664148276,548.1171432852306,552.8240574339035
60,578.2298796818859,686.5824608541548,539.6193772375777,557.7538605528878,563.5203966003359
61,587.7452461616035,697.1327823566418,549.9718809371916,568.1936375928498,571.924663088247
62,599.6394542612505,709.3062302441268,560.3243846368055,577.0272950882022,582.6210022546794
63,610.7407151542544,721.4796781316119,569.8805418979875,585.8609525835546,590.2612445164168
64,618.6701872206858,734.4646892115959,580.2330455976014,594.6946100789071,598.665511004328
65,630.5643953203328,745.8265739065819,588.9928564203516,604.3313273465643,607.8338017184128
66,643.2515506266229,758.0000217940669,599.3453601199654,614.7711043865263,616.238068206324
67,651.9739698996974,767.738780104055,608.1051709427156,624.4078216541835,626.1703831465826
68,663.0752307927013,777.5447950322059,617.6613282038977,633.241479149536,633.81062540832
69,675.7623860989914,788.2408392073792,626.4211390266479,642.0751366448884,644.5069645747524
70,687.6565941986385,799.8381220659353,635.97729628783,651.7118539125456,652.1472068364898
71,697.1719606783561,812.3478530442349,644.7371071105802,661.3485711802028,661.3154975505746
72,708.27322157136,824.1020680118378,652.7005714948986,671.7883482201648,672.011836717007
73,719.3744824643638,837.625132037125,662.2567287560806,680.4161032049182,680.4161032049182
74,732.061637770654,847.8346866742534,671.0165395788308,689.584393919003,689.584393919003
75,743.955845870301,859.8242998054264,681.3690432784447,699.5167088592616,699.5167088592616
76,754.2641595566618,871.8923789911229,690.1288541011949,709.1534261269188,710.9770722518678
77,761.40068441645,883.1713138570414,700.4813578008087,717.9870836222713,722.4374356444739
78,769.4989088563386,897.1427553367479,710.0375150619908,728.4268606622333,732.3697505847325
79,781.0726763950231,907.6885930646907,718.797325884741,738.8666377021952,743.0660897511649
80,790.3519785005069,920.0705364684808,728.3534831459231,748.5033549698525,751.4703562390761
81,799.8169082167938,934.3110044208389,738.7059868455369,758.9431320098145,760.6386469531609
82,808.5901421505118,946.8498799336757,746.6694512298553,769.3829090497765,771.3349861195933
83,821.1089229805575,957.6647441342701,756.2256084910374,778.400260901548,779.0815397300562
84,832.0418093973169,968.5468649530275,764.1890728753558,788.4377658559378,788.5049776810822
85,840.3933513459981,980.408690509691,774.6837812961182,797.8225064205475,797.2600716197874
86,852.6760678018098,992.3433774026978,783.6842462623506,808.2607990616698,806.9386568077546
87,865.1781623431161,1007.1218983003591,793.6342012128671,818.0129283391176,819.1963553158017
88,874.9639105175784,1018.2730455917681,802.0352185853349,828.302276705301,828.302276705301
89,885.9138611202899,1029.49144950134,811.3966647667904,839.341750876522,840.040467089243
90,893.5924012802828,1044.538996871653,822.6023967932955,851.5182745589916,845.9886243086361
91,908.0012086930508,1058.730143304025,833.9503335409491,862.0051812621157,854.5856687089027
92,921.6001936618298,1073.9570416561057,842.7889039015662,872.6757823216589,864.1593600327941
93,934.3556057119285,1085.4444720383292,852.6316583699861,883.5300777376211,873.8499938402834
94,949.4731730932174,1097.962049622081,864.4062092810854,896.6445682016375,884.5491679760152
95,967.0203967550792,1113.4579744468133,875.4062914031603,911.069026201302,899.1719139599828
96,984.8376242144728,1128.0694747427035,884.6824147519267,923.4580311728217,912.8883828412959
97,999.5334996107247,1143.7447505492034,895.0064775073108,938.3166758331131,924.6115682244665
98,1012.1540987106639,1156.553773478328,906.4003573187201,952.2327416705945,939.6808218730811
99,1026.1245278496556,1168.4447435695288,916.0046454085985,967.5255729915127,950.5508858279599
100,1045.0217704991762,1181.3994891713394,925.7183217455143,980.6493553887087,964.8201737226453
101,1064.1890169462285,1194.4270961094933,938.4883057046534,993.9568321423238,981.4442037011399
102,1077.5521264893803,1209.5430210416052,948.4207585356438,1009.9009434541824,992.6332017021952
103,1089.8691602657027,1222.7163506524453,959.4667837214744,1023.5758089206357,1006.187572921932
104,1101.1063678005046,1235.9625415996286,971.6482589115526,1038.6942378183146,1022.1498418998406
105,1120.0881755853604,1251.3306788498514,983.9609999980756,1055.2896291211134,1033.6577739470722
106,1134.1937955717244,1267.8130340743062,995.3680063991295,1070.8088457055248,1046.433441682625
107,1154.9810648039675,1284.385064789645,1007.9432792785421,1085.2184885976544,1058.1539964273077
108,1173.4061787050202,1296.881344444312,1019.5909398230781,1099.811825846203,1071.1635491300565
