Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
124,882.7726374265186,882.7726374265186,1039.3231210282665,883.2452583029757,992.0484769597894,883.2452583029757,883.3916238914204,992.0484769597894,883.3916238914204,883.3916238914204,883.3916238914204,885.6486752865644,1073.1412993190713,889.3090842937926,885.7683045382286,885.7683045382286,888.9788959112007,888.9788959112007,1046.4226759589285,888.9788959112007,891.7743347151428,891.7743347151428,990.6226645549444,1139.0394934916364,892.2245441586996,1081.9514121595541,1065.5360631319907,1040.8847861406325,950.9648225794207,1096.4034645781999,1142.1083907526913,1010.6342164844754,1044.4204540044739,1046.4226759589285,1224.4596678204402,962.7405745990842,1139.0394934916364,836.1087005478369,1102.2047948447014,1141.2331096066605
125,889.5534192723337,889.5534192723337,1047.7571377433967,889.5534192723337,1002.2552021278908,889.5534192723337,891.5432864095555,1002.2552021278908,891.5432864095555,891.6866150639826,891.7396294456255,893.3363482052976,1085.7190468637184,895.8615802416917,892.8701681207467,892.8701681207467,895.0807557288292,895.0807557288292,1056.2330632316105,895.0807557288292,898.4146599881494,898.4146599881494,999.3620639395651,1148.4677963790764,898.4146599881494,1093.705972202478,1071.510058293823,1047.7571377433967,959.0358828770414,1105.9946912325756,1153.8689081233708,1018.0049523547206,1054.6294893461609,1054.6294893461609,1238.4801211484157,969.5879611455939,1148.4677963790764,836.1087005478369,1112.787380455411,1150.44369410444
126,897.9643005648111,897.9643005648111,1057.3784299872666,897.9643005648111,1010.9651562791109,897.9643005648111,899.491348888816,1013.2470600012308,899.491348888816,899.491348888816,899.491348888816,900.4326616687435,1096.6197614024125,902.6734557991966,901.9089035894061,901.9089035894061,902.6734557991966,902.6734557991966,1066.870712559301,902.6734557991966,902.6734557991966,906.9322516102438,1007.3069724710385,1159.6103361551418,906.9322516102438,1105.460532245402,1079.9991717609284,1057.3784299872666,967.1069431746622,1115.5859178869514,1163.9493515839533,1026.1946588772153,1065.5516634253283,1066.703812143308,1251.499113524393,976.4353476921036,1159.6103361551418,836.1087005478369,1121.10226914954,1160.4916044656543
127,905.9532911803681,905.9532911803681,1066.9997222311365,907.2430683320065,1019.6751104303311,907.2430683320065,907.2430683320065,1025.0240505798095,907.2430683320065,907.2430683320065,907.2430683320065,907.5289751321895,1108.358992444083,908.7753156168252,908.7753156168252,908.7753156168252,908.7753156168252,908.7753156168252,1077.0167729845864,908.7753156168252,911.3818052470453,914.3603906055837,1016.0463718556592,1170.2822189785902,914.3603906055837,1117.2150922883259,1088.4882852280339,1066.9997222311365,973.7105379636247,1123.806969304988,1176.5499059096812,1034.38436539971,1074.7935030307779,1075.0049090663465,1265.5856775996185,983.2827342386133,1170.7528759312072,836.1087005478369,1129.417157843669,1165.6647403881414
128,913.8022155531677,913.8022155531677,1077.0167729845864,913.8022155531677,1030.1270554117953,913.8022155531677,913.8022155531677,1032.875377632195,913.8022155531677,913.8022155531677,913.8022155531677,914.6252885956355,1120.0982234857536,916.5228031613905,916.5228031613905,916.5228031613905,916.9111287069967,916.9111287069967,1086.8361415947622,916.9111287069967,920.0901546948941,920.5505064350335,1025.5802620934273,1180.9541018020386,920.5505064350335,1127.290429467975,1098.5208738709766,1077.308249635283,983.2490637699038,1132.7131083411941,1189.1504602354091,1045.0309838789533,1084.0353426362274,1087.0792318634935,1277.7165417331692,990.814859439774,1180.1811788186471,836.1087005478369,1139.9997434543786,1174.0379990224865
129,919.7650766633142,919.7650766633142,1085.5550715586,919.7650766633142,1039.7080049781375,919.7650766633142,919.7650766633142,1040.7267046845807,919.7650766633142,919.7650766633142,919.7650766633142,921.7216020590815,1130.160421521471,923.6909729488062,923.6909729488062,923.6909729488062,923.6909729488062,923.6909729488062,1097.4737909224527,923.6909729488062,928.1286311082929,928.8179155225275,1035.1141523311953,1191.625984625487,928.8179155225275,1138.2053780792614,1107.009987338082,1085.5550715586,992.0538568218537,1141.6192473774004,1201.751014561137,1054.858631705947,1093.2771822416769,1097.6442643109972,1289.9040722215057,998.3469846409346,1189.609481706087,836.1087005478369,1148.3146321485076,1182.4112576568316
130,926.7741444070452,926.7741444070452,1093.1146583216407,926.7741444070452,1049.2889545444798,926.7741444070452,927.5167961065047,1046.924258252177,927.5167961065047,927.5167961065047,927.5167961065047,929.4092749778147,1143.5766855690945,929.7928327664348,929.7928327664348,929.7928327664348,929.7928327664348,929.7928327664348,1105.9453612340358,929.7928327664348,933.7163018017773,933.7163018017773,1043.8535517158161,1202.2978674489354,935.8946925840634,1149.120326690548,1115.4991008051875,1093.1146583216407,998.6574516108162,1150.5253864136066,1211.8314580217195,1064.6862795329405,1103.3591890839853,1105.9453612340358,1304.1889685384815,1005.2610463997787,1199.8949030378396,836.1087005478369,1157.3854198148301,1192.4591680180458
131,933.3105912743192,933.3105912743192,1099.987009924405,935.8117872790668,1057.9989086957,935.8117872790668,935.8117872790668,1056.34585071504,935.8117872790668,935.8117872790668,935.8648016607098,936.5055884412607,1156.9929496167179,936.894696348953,936.894696348953,936.894696348953,937.2506614324253,937.2506614324253,1115.7557485067177,937.2506614324253,940.4150321462763,942.0848084135132,1053.3874419535841,1212.9697502723839,942.0848084135132,1160.8017006861521,1124.7599518602115,1099.987009924405,1008.1959774170954,1160.8017006861521,1225.272049302496,1072.0570154031857,1113.4411959262936,1115.7557485067177,1316.4898317363895,1012.1084329462884,1210.1803243695922,836.1087005478369,1164.9444095367655,1200.832426652391
132,943.3525212500539,943.3525212500539,1106.859361527169,943.3525212500539,1069.3218490922864,943.3525212500539,943.3525212500539,1065.7674431779028,943.3525212500539,943.3525212500539,943.3525212500539,943.3525212500539,1167.893664155412,943.3525212500539,943.3525212500539,943.3525212500539,943.3525212500539,943.3525212500539,1125.5751171168936,943.3525212500539,947.1137624907753,947.2642950024042,1063.7158230444995,1223.6416330958323,949.4543810676824,1169.7078397223584,1134.7925405031542,1106.859361527169,1015.533304960387,1169.7078397223584,1235.3524927630785,1080.2467219256805,1124.363370005461,1126.3207809542214,1328.8473612890834,1020.3252968021001,1219.6086272570321,836.1087005478369,1172.503399258701,1211.7176628770396
133,949.4543810676824,949.4543810676824,1115.2069038217107,949.4543810676824,1078.0318032435066,949.4543810676824,949.4543810676824,1076.7593010512428,949.4543810676824,949.4543810676824,949.4543810676824,949.4543810676824,1179.6328951970825,949.4543810676824,949.4543810676824,949.4543810676824,949.4543810676824,949.4543810676824,1134.62187787726,949.4543810676824,955.0394228549474,955.0394228549474,1072.4552224291203,1236.0921630565222,955.556240885311,1181.4623997652823,1143.2816539702596,1117.855124091592,1024.338098012337,1179.9841539949039,1248.793084043855,1090.8933404049237,1134.4453768477695,1134.62187787726,1341.261557196563,1027.8574220032608,1229.8940485887847,836.1087005478369,1181.5741869250235,1220.0909215113847
