0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
4734.010107695512,5206.423405130341,5167.8367025651705,4785.173405130341,4844.3367025651705,4938.0,4668.3367025651705,5086.173405130341,4895,4866.8367025651705,4661.0,5439.5,4297.25,5727.622866652783,5682.5
