0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2903.2163214962447,-251.9098564522755,-4156.535502946281,-2260.384418139807,-9737.874408301554,3493.259303100325,-5220.0999999999985,4251.320775813593,9946.125969766992,2371.9834648218766,449,5226.0,350.63593031003245,471.0,-335.7375794691492
