0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
5000,4538,5837,-7666.6000000000595,5000,5000,5618,5347,5000,5946,4195,5000,5000,5000,4245,4274,5000,5000,5000,17666.600000000122,5000
