Time,0,1,2,3,4
0,5.0,5.0,10.0,3.3333333333333335,5.0
0,10.0,5.0,2.5,10.0,5.0
0,10.0,5.0,2.5,10.0,5.0
0,10.0,5.0,2.5,10.0,5.0
0,10.0,5.0,2.5,10.0,5.0
10,10.0,20.0,3.3333333333333335,2.5,5.0
20,20.0,10.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
20,20.0,10.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
20,20.0,10.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
20,20.0,10.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
20,20.0,10.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
20,20.0,10.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
30,10.0,20.0,5.0,3.3333333333333335,2.5
40,20.0,20.0,10.0,1.4285714285714286,5.0
40,20.0,20.0,10.0,1.4285714285714286,5.0
40,20.0,20.0,10.0,1.4285714285714286,5.0
50,10.0,5.0,5.0,3.3333333333333335,5.0
50,10.0,5.0,5.0,3.3333333333333335,5.0
50,10.0,5.0,5.0,3.3333333333333335,5.0
50,10.0,5.0,5.0,3.3333333333333335,5.0
60,20.0,10.0,5.0,2.0,5.0
60,20.0,10.0,5.0,2.0,5.0
60,20.0,10.0,5.0,2.0,5.0
60,20.0,10.0,5.0,2.0,5.0
70,20.0,20.0,5.0,1.6666666666666667,5.0
70,20.0,20.0,5.0,1.6666666666666667,5.0
70,20.0,20.0,5.0,1.6666666666666667,5.0
70,20.0,20.0,5.0,1.6666666666666667,5.0
80,20.0,20.0,10.0,1.25,10.0
80,20.0,20.0,10.0,1.25,10.0
80,20.0,20.0,10.0,1.25,10.0
90,20.0,10.0,3.3333333333333335,10.0,2.0
90,20.0,10.0,3.3333333333333335,10.0,2.0
90,20.0,10.0,3.3333333333333335,10.0,2.0
90,20.0,10.0,3.3333333333333335,10.0,2.0
100,20.0,20.0,5.0,3.3333333333333335,2.0
100,20.0,20.0,5.0,3.3333333333333335,2.0
100,20.0,20.0,5.0,3.3333333333333335,2.0
110,20.0,20.0,10.0,1.1111111111111112,20.0
110,20.0,20.0,10.0,1.1111111111111112,20.0
110,20.0,20.0,10.0,1.1111111111111112,20.0
110,20.0,20.0,10.0,1.1111111111111112,20.0
110,20.0,20.0,10.0,1.1111111111111112,20.0
110,20.0,20.0,10.0,1.1111111111111112,20.0
120,20.0,20.0,10.0,1.4285714285714286,5.0
120,20.0,20.0,10.0,1.4285714285714286,5.0
120,20.0,20.0,10.0,1.4285714285714286,5.0
120,20.0,20.0,10.0,1.4285714285714286,5.0
130,20.0,20.0,10.0,1.1111111111111112,20.0
130,20.0,20.0,10.0,1.1111111111111112,20.0
130,20.0,20.0,10.0,1.1111111111111112,20.0
130,20.0,20.0,10.0,1.1111111111111112,20.0
140,20.0,20.0,3.3333333333333335,1.4285714285714286,20.0
140,20.0,20.0,3.3333333333333335,1.4285714285714286,20.0
140,20.0,20.0,3.3333333333333335,1.4285714285714286,20.0
140,20.0,20.0,3.3333333333333335,1.4285714285714286,20.0
140,20.0,20.0,3.3333333333333335,1.4285714285714286,20.0
140,20.0,20.0,3.3333333333333335,1.4285714285714286,20.0
140,20.0,20.0,3.3333333333333335,1.4285714285714286,20.0
150,20.0,20.0,20.0,1.0,20.0
150,20.0,20.0,20.0,1.0,20.0
150,20.0,20.0,20.0,1.0,20.0
160,20.0,20.0,20.0,1.0,20.0
160,20.0,20.0,20.0,1.0,20.0
160,20.0,20.0,20.0,1.0,20.0
160,20.0,20.0,20.0,1.0,20.0
160,20.0,20.0,20.0,1.0,20.0
170,20.0,20.0,20.0,1.0,20.0
170,20.0,20.0,20.0,1.0,20.0
170,20.0,20.0,20.0,1.0,20.0
170,20.0,20.0,20.0,1.0,20.0
