0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
5019.0,4833.5,4952.0,5520.5,4666.5,5198.0,4825.0,4793.5,4835,4851.5,4155.5,5000,6223.5,4407.5,5716.0,5003.0
