0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
4779.673405130341,5004.7448337017695,4947.8367025651705,4346.08153626694,5113.571428571428,4382.0,4433.673405130341,4566.673405130341,6433.143082043806,4851.5,5649.1632974348295,5051.0,6014.285714285715,4572.653189739318,4854.0
