0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
923,-163,792,-123,920,968,1068,-419,1109,1069,1054,1235,500,500,500,500,123,65,63,500,500,199,210,233,174
