145.62778878211975, 10.0
270.71750044822693, 10.0
485.95575165748596, 10.0
753.3322188854218, 9.0
977.3537056446075, 9.0
1526.4047181606293, 9.0
1926.1345000267029, 10.0
2033.1708438396454, 10.0
2303.880042552948, 10.0
2643.8294463157654, 9.0
2895.6995179653168, 10.0
3003.0309884548187, 10.0
3113.5104768276215, 10.0
3179.7105865478516, 10.0
162.98230409622192, 10.0
72.78802871704102, 10.0
336.388463973999, 9.0
368.61459732055664, 10.0
409.6681880950928, 9.0
467.39925384521484, 10.0
523.9899730682373, 10.0
835.424337387085, 9.0
916.0047340393066, 9.0
1099.956464767456, 9.0
1180.6610870361328, 10.0
1309.6630668640137, 9.0
1541.8552494049072, 9.0
1701.914005279541, 9.0
1845.943193435669, 9.0
1950.164394378662, 9.0
2022.3498916625977, 10.0
2292.042589187622, 9.0
2356.3944339752197, 10.0
