Time,0,1,2,3,4,5,6,7
0,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
0,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
6,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
19,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
22,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
33,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
39,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
46,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
49,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
53,20.0,20.0,20.0,20.0,1.0526315789473684,20.0,20.0,20.0
57,20.0,20.0,20.0,20.0,1.0526315789473684,20.0,20.0,20.0
64,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
65,20.0,20.0,20.0,20.0,1.1111111111111112,20.0,20.0,20.0
66,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
76,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
85,20.0,20.0,20.0,20.0,1.0526315789473684,20.0,20.0,20.0
87,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
88,20.0,20.0,20.0,20.0,1.1111111111111112,10.0,20.0,20.0
95,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
98,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
103,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
109,20.0,20.0,20.0,20.0,1.0526315789473684,20.0,20.0,20.0
112,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
113,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
116,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
125,20.0,20.0,20.0,20.0,1.0526315789473684,20.0,20.0,20.0
132,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
141,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
147,20.0,20.0,20.0,20.0,1.0526315789473684,20.0,20.0,20.0
149,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
149,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
154,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
157,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
159,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
161,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
163,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
168,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
172,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
174,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
176,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
176,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
181,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
183,20.0,20.0,20.0,20.0,1.0526315789473684,20.0,20.0,20.0
185,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
191,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
192,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
197,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
205,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
213,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
216,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
217,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
220,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
225,20.0,20.0,20.0,20.0,1.0,20.0,20.0,20.0
