Time,0,1,2,3,4
0,0,0,0,0,0
1,7.373583729366419,7.373583729366419,7.373583729366419,8.053984531014533,8.053984531014533
2,15.172935745739046,15.172935745739046,15.566454539773552,18.389931345816514,18.389931345816514
3,22.70481446230179,24.390351765088514,26.217186593302824,30.236693178864535,30.236693178864535
4,32.49625679383335,33.59077032266924,33.59077032266924,39.63300846504816,39.63300846504816
5,43.0408869970212,41.390122339041866,43.4222152951578,49.02932375123178,49.02932375123178
6,53.58551720020904,50.60753835839134,50.795799024524214,58.16938275389063,58.16938275389063
7,62.62377166008433,59.807956915972056,59.807956915972056,68.8201148074199,68.8201148074199
8,72.4152139916159,69.02537293532153,70.45868896950132,78.21643009360352,78.21643009360352
9,81.45346845149119,78.95182095615942,79.47084686094917,87.61274537978714,87.61274537978714
10,91.99809865467903,87.46020497402047,90.12157891447843,97.94869219458913,97.94869219458913
11,101.03635311455432,95.2595569903931,97.49516264384485,108.28463900939111,108.28463900939111
12,108.56823183111706,102.3498770052773,108.14589469737412,116.1001105476798,116.1001105476798
13,118.35967416264863,110.85826102313835,115.51947842674053,127.37568889110015,127.37568889110015
14,126.64474075086764,120.78470904397625,124.53163631818838,138.6512672345205,138.6512672345205
15,134.92980733908666,130.0021250633257,135.18236837171764,148.9872140493225,148.9872140493225
16,144.1945262631655,137.80147707969834,144.1945262631655,158.3835293355061,158.3835293355061
17,151.72640497972824,146.3098610975594,152.38739707357263,168.71947615030808,168.71947615030808
18,159.258283696291,156.2363091183973,160.58026788397976,180.9346860223468,180.9346860223468
19,168.2965381561663,166.16275713923517,168.7731386943869,192.21026436576713,192.21026436576713
20,178.08798048769785,173.9621091556078,179.42387074791617,204.42547423780584,204.42547423780584
21,187.8794228192294,181.05242917049202,188.14274918537623,219.6418510396108,216.64068410984456
22,196.33561999578336,188.85178118686466,196.33561999578336,232.51724679498423,226.03699939602816
23,205.34777788723122,196.6511332032373,204.45048521960993,245.39264255035766,236.37294621083015
24,215.89240809041905,205.15951722109835,212.64335603001706,262.95000039859417,247.64852455425049
25,225.6838504219506,213.66790123895942,220.0169397593835,275.82539615396763,259.86373442628917
26,233.96891701016963,222.17628525682048,230.66767181291277,287.5303013861253,272.0789442983279
27,244.51354721335747,230.68466927468154,239.1930532925426,306.2581497575776,282.41489111312984
28,254.30498954488903,240.61111729551942,246.56663702190903,321.4745265593826,294.63010098516855
29,264.0964318764206,250.5375653163573,254.75950783231616,340.2023749308348,305.9056793285889
30,273.88787420795217,258.3369173327299,262.9523786427233,356.58924225585554,317.1812576720093
31,281.4197529245149,266.1362693491025,272.7838236152119,371.8056190576605,329.396467544048
32,291.2111952560465,274.64465336696355,283.1530373848246,385.8515053362497,340.67204588746836
33,301.0026375875781,284.57110138780143,292.1651952762724,402.23837266127043,350.06836117365197
34,311.54726779076594,293.07948540566247,301.5878694235235,416.2842589398596,359.4646764598356
35,319.83233437898497,302.2969014250119,308.96145315288993,433.84161678809613,369.80062327463753
36,330.37696458217283,309.3872214398961,316.4775414547803,451.39897463633264,379.19693856082114
37,339.41521904204814,317.89560545775714,323.8511251841467,464.2743703917061,390.4725169042415
38,349.959849245236,327.1130214771066,334.501857237676,478.3202566702953,402.6877267762802
39,359.7512915767676,334.9123734934792,341.87544096704244,492.3661429488845,413.9633051197006
40,370.29592177995545,343.42075751134024,351.706885939531,504.07104818104216,425.23888346312094
41,378.5809883681745,352.6381735306897,359.0804696688974,515.7759534131998,437.45409333515965
42,387.6192428280498,362.5646215515276,368.911914641386,533.3333112614363,447.7900401499616
43,395.9043094162688,371.78203757087704,376.2854983707524,548.5496880632412,459.065618493382
44,403.43618813283155,380.9994535902265,386.11694334324096,562.5955743418305,470.34119683680234
45,411.72125472105057,389.5078376080875,393.4905270726074,576.6414606204197,481.6167751802227
46,420.7595091809259,397.30718962446014,401.68339788301455,595.369308991872,491.0130904664063
47,430.55095151245746,404.3975096393443,409.8762686934217,610.5856857936769,502.2886688098267
48,438.0828302290202,411.4878296542285,418.5781496691127,622.2905910258346,514.5038786818653
49,447.1210846888955,420.70524567357796,429.228881722642,636.3364773044239,524.8398254966673
50,456.1593391487708,428.5045976899506,439.0603266951305,655.0643256758761,536.1154038400877
51,466.7039693519587,437.72201370930003,446.43391042449696,670.2807024776811,545.5117191262713
52,474.9890359401777,446.23039772716106,456.2653553969855,685.497079279486,554.9080344124549
53,484.7804782717093,453.32071774204525,463.63893912635194,701.8839466045067,564.3043496986385
54,493.0655448599283,462.5381337613947,474.2896711798812,715.929832883096,576.5195595706772
55,502.8569871914599,470.3374857777673,483.30182907132905,733.4871907313325,588.7347694427159
56,511.8952416513352,480.2639337986052,490.6754128006955,746.3625864867059,600.9499793147546
57,519.4271203678979,490.1903818194431,500.50685777318404,758.0674917188636,610.3462946009382
58,527.712186956117,497.28070183432726,508.6997285835912,772.1133779974529,619.7426098871218
59,535.997253544336,505.08005385069987,517.711886475039,789.6707358456894,631.0181882305421
60,544.282320132555,515.0065018715378,526.7240443664869,808.3985842171417,640.4145035167257
61,551.8141988491177,524.9329498923757,534.0976280958532,822.4444704957309,651.690081860146
62,561.6056411806493,532.7323019087484,542.2904989062604,840.0018283439674,662.0260286749481
63,569.8907077688683,541.9497179280978,551.3026567977082,851.7067335761251,672.3619754897501
64,579.6821501003999,549.040037942982,561.9533888512375,866.92311037793,683.6375538331704
65,588.7204045602751,556.1303579578663,571.7848338237261,880.9689966565193,694.9131321765907
66,597.0054711484942,565.3477739772158,582.4355658772554,892.6739018886769,706.188710520011
67,606.7969134800258,572.4380939921,589.8091496066218,901.0345484830752,717.4642888634313
68,615.0819800682448,580.9464780099611,598.0020204170289,913.5755183746727,727.8002356782333
69,625.6266102714326,590.1638940293105,605.3756041463953,925.2804236068304,739.0758140216536
70,633.1584889879953,600.0903420501485,614.3877620378431,937.8213934984278,750.3513923650739
71,643.7031191911831,608.5987260680096,625.0384940913724,947.8541694117058,762.5666022371126
72,654.2477493943709,617.1071100858707,635.6892261449017,961.2312039627432,774.7818121091514
73,663.2860038542461,627.0335581067086,643.8820969553088,969.5918505571415,784.178127395335
74,673.8306340574339,635.5419421245697,651.2556806846752,979.6246264704195,793.5744426815186
75,682.115700645653,644.0503261424308,659.4485514950824,988.8213377242577,805.7896525535573
76,691.9071429771845,651.8496781588034,670.0992835486117,1002.198372275295,817.0652308969776
77,700.1922095654036,661.0670941781528,678.2921543590188,1013.9032775074527,827.4011777117796
78,709.9836518969352,668.8664461945255,688.9428864125481,1022.263924101851,836.7974929979632
