Time,0,1,2,3,4,5,6,7
0,6.666666666666667,1.25,20.0,20.0,20.0,20.0,20.0,20.0
0,5.0,1.25,20.0,20.0,20.0,20.0,20.0,20.0
37,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
55,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
61,20.0,1.0526315789473684,20.0,20.0,20.0,20.0,20.0,20.0
73,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
79,20.0,1.0526315789473684,20.0,20.0,20.0,20.0,20.0,20.0
92,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
105,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
120,10.0,1.1111111111111112,20.0,20.0,20.0,20.0,20.0,20.0
125,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
140,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
148,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
160,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
179,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
189,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
205,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
221,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
229,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
