Time,0,1,2,3,4,5,6,7
0,20.0,1.818181818181818,20.0,20.0,20.0,2.2222222222222223,20.0,20.0
1,20.0,4.0,20.0,20.0,20.0,1.3333333333333333,20.0,20.0
22,20.0,4.0,20.0,20.0,20.0,1.3333333333333333,20.0,20.0
37,20.0,1.5384615384615385,20.0,20.0,20.0,2.857142857142857,20.0,20.0
43,20.0,1.25,20.0,20.0,20.0,5.0,20.0,20.0
55,20.0,1.25,20.0,20.0,20.0,5.0,20.0,20.0
62,20.0,1.1764705882352942,20.0,20.0,20.0,6.666666666666667,20.0,20.0
74,20.0,1.0526315789473684,20.0,20.0,20.0,20.0,20.0,20.0
84,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
105,20.0,1.1111111111111112,20.0,20.0,20.0,10.0,20.0,20.0
122,20.0,1.0526315789473684,20.0,20.0,20.0,20.0,20.0,20.0
124,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
135,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
146,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
153,20.0,1.0526315789473684,20.0,20.0,20.0,20.0,20.0,20.0
166,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
178,20.0,1.1111111111111112,20.0,20.0,20.0,10.0,20.0,20.0
185,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
198,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
208,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
213,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
227,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
236,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
