Time,0,1,2,3,4,5,6,7
0,1.3333333333333333,4.0,20.0,20.0,20.0,20.0,20.0,20.0
0,1.1764705882352942,6.666666666666667,20.0,20.0,20.0,20.0,20.0,20.0
23,2.5,1.6666666666666667,20.0,20.0,20.0,20.0,20.0,20.0
43,5.0,1.25,20.0,20.0,20.0,20.0,20.0,20.0
68,10.0,1.1111111111111112,20.0,20.0,20.0,20.0,20.0,20.0
79,10.0,1.1111111111111112,20.0,20.0,20.0,20.0,20.0,20.0
92,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
106,4.0,1.3333333333333333,20.0,20.0,20.0,20.0,20.0,20.0
122,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
128,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
142,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
154,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
165,20.0,1.0526315789473684,20.0,20.0,20.0,20.0,20.0,20.0
179,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
198,20.0,1.0526315789473684,20.0,20.0,20.0,20.0,20.0,20.0
210,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
225,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
235,20.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0
