Time,0,1,2,3,4,5,6,7
0,20.0,20.0,20.0,2.0,20.0,2.0,20.0,20.0
0,20.0,20.0,20.0,1.4285714285714286,20.0,3.3333333333333335,20.0,20.0
11,20.0,20.0,20.0,2.5,20.0,1.6666666666666667,20.0,20.0
27,20.0,20.0,20.0,1.1764705882352942,20.0,6.666666666666667,20.0,20.0
46,20.0,20.0,20.0,1.1764705882352942,20.0,6.666666666666667,20.0,20.0
58,20.0,20.0,20.0,1.25,20.0,5.0,20.0,20.0
70,20.0,20.0,20.0,1.4285714285714286,20.0,3.3333333333333335,20.0,20.0
76,20.0,20.0,20.0,1.3333333333333333,20.0,4.0,20.0,20.0
85,20.0,20.0,20.0,1.0526315789473684,20.0,20.0,20.0,20.0
97,20.0,20.0,20.0,1.0526315789473684,20.0,20.0,20.0,20.0
107,20.0,20.0,20.0,1.6666666666666667,20.0,2.5,20.0,20.0
114,20.0,20.0,20.0,20.0,20.0,1.0,20.0,20.0
123,20.0,20.0,20.0,20.0,20.0,1.0,20.0,20.0
127,20.0,20.0,20.0,20.0,20.0,1.0,20.0,20.0
