Time,0,1,2,3,4,5,6,7
0,10.0,20.0,20.0,1.818181818181818,2.857142857142857,20.0,20.0,20.0
0,20.0,20.0,20.0,2.0,2.2222222222222223,20.0,20.0,20.0
8,10.0,20.0,20.0,1.6666666666666667,3.3333333333333335,20.0,20.0,20.0
12,20.0,20.0,20.0,2.5,1.6666666666666667,20.0,20.0,20.0
17,20.0,20.0,20.0,1.4285714285714286,4.0,20.0,20.0,20.0
26,20.0,20.0,20.0,1.4285714285714286,3.3333333333333335,20.0,20.0,20.0
37,20.0,20.0,20.0,1.818181818181818,2.5,20.0,20.0,20.0
47,2.857142857142857,20.0,20.0,6.666666666666667,2.0,20.0,20.0,20.0
51,20.0,20.0,20.0,5.0,1.3333333333333333,20.0,20.0,20.0
55,20.0,20.0,20.0,20.0,1.1111111111111112,20.0,20.0,20.0
66,20.0,20.0,20.0,2.2222222222222223,1.818181818181818,20.0,20.0,20.0
75,20.0,20.0,20.0,1.818181818181818,2.2222222222222223,20.0,20.0,20.0
80,20.0,20.0,20.0,2.5,1.6666666666666667,20.0,20.0,20.0
85,20.0,20.0,20.0,2.5,1.818181818181818,20.0,20.0,20.0
86,10.0,20.0,20.0,5.0,1.4285714285714286,20.0,20.0,20.0
91,20.0,20.0,20.0,2.5,1.6666666666666667,20.0,20.0,20.0
106,3.3333333333333335,20.0,20.0,4.0,2.2222222222222223,20.0,20.0,20.0
115,1.25,20.0,20.0,20.0,5.0,20.0,20.0,20.0
120,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
132,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
138,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
139,1.0526315789473684,20.0,20.0,20.0,20.0,20.0,20.0,20.0
143,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
146,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
151,1.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
153,1.0526315789473684,20.0,20.0,20.0,20.0,20.0,20.0,20.0
157,6.666666666666667,20.0,20.0,20.0,20.0,1.1764705882352942,20.0,20.0
164,1.1111111111111112,20.0,20.0,20.0,20.0,10.0,20.0,20.0
166,20.0,20.0,20.0,20.0,20.0,1.0526315789473684,20.0,20.0
173,1.818181818181818,20.0,20.0,20.0,20.0,2.2222222222222223,20.0,20.0
178,20.0,20.0,20.0,20.0,20.0,1.0,20.0,20.0
184,1.4285714285714286,20.0,20.0,20.0,20.0,3.3333333333333335,20.0,20.0
185,20.0,20.0,20.0,20.0,20.0,1.0,20.0,20.0
